aX,aY,aZ,gX,gY,gZ
0.251,0.27,-0.864,82.764,-49.744,-85.632
0.209,0.197,-0.816,72.754,-54.016,-96.191
0.183,0.128,-0.784,62.5,-59.937,-84.778
0.181,0.077,-0.756,49.255,-66.833,-56.335
0.16,0.037,-0.719,35.339,-75.134,-19.592
0.19,0.017,-0.673,26.184,-80.811,19.47
0.206,0,-0.639,18.066,-85.999,57.129
0.22,-0.014,-0.608,14.404,-89.539,84.656
0.248,-0.019,-0.561,13.306,-95.642,106.812
0.243,-0.022,-0.526,15.747,-100.037,119.08
0.243,-0.005,-0.488,22.583,-101.868,120.911
0.252,0.05,-0.421,34.363,-105.774,119.019
0.272,0.111,-0.38,50.842,-115.601,121.521
0.317,0.184,-0.366,63.293,-128.113,130.737
0.381,0.271,-0.317,69.092,-138.184,144.775
0.449,0.351,-0.251,70.801,-143.066,161.133
0.511,0.409,-0.207,67.017,-141.113,178.833
0.584,0.446,-0.173,58.044,-130.188,195.496
0.628,0.466,-0.146,51.086,-110.168,203.979
0.639,0.475,-0.138,50.72,-87.402,199.402
0.623,0.484,-0.144,55.725,-68.604,180.786
0.585,0.504,-0.14,66.467,-57.983,149.719
0.537,0.522,-0.128,82.214,-57.373,113.525
0.509,0.539,-0.117,97.107,-64.697,80.2
0.509,0.583,-0.065,108.459,-76.416,54.077
0.512,0.634,-0.012,117.188,-88.379,41.748
0.52,0.684,0.023,118.896,-96.619,47.791
0.554,0.766,0.099,112.915,-99.67,69.58
0.589,0.844,0.163,108.643,-97.839,100.769
0.677,0.914,0.198,105.591,-92.285,133.972
0.751,0.976,0.191,101.379,-80.627,157.898
0.789,1.016,0.145,100.769,-63.66,164.368
0.792,1.038,0.079,104.065,-46.997,151.062
0.771,1.039,0.009,109.863,-36.133,120.85
0.727,1.011,-0.043,115.723,-33.63,79.346
0.674,0.964,-0.068,119.019,-37.781,35.339
0.616,0.917,-0.054,119.08,-45.532,-1.831
0.555,0.92,0.025,117.371,-54.382,-25.024
0.506,0.948,0.13,117.859,-62.622,-24.231
0.54,0.995,0.204,114.929,-68.42,5.188
0.576,1.058,0.242,103.638,-67.505,52.063
0.642,1.141,0.253,88.806,-67.383,105.225
0.687,1.219,0.224,77.942,-62.561,148.132
0.73,1.286,0.161,75.256,-49.927,169.678
0.739,1.328,0.097,76.05,-36.194,167.053
0.723,1.341,0.037,77.332,-26.794,145.447
0.689,1.323,-0.004,78.796,-23.132,112.488
0.648,1.276,-0.023,81.299,-22.461,73.669
0.597,1.207,-0.027,84.595,-24.597,34.241
0.536,1.143,-0.02,84.351,-28.687,2.258
0.478,1.084,0.011,80.261,-33.325,-16.602
0.445,1.043,0.073,76.172,-36.377,-22.766
0.442,1.024,0.147,74.524,-38.147,-18.005
0.458,1.026,0.203,74.707,-37.903,-6.104
0.496,1.056,0.233,74.829,-37.231,8.484
0.537,1.113,0.251,75.989,-33.875,22.217
0.568,1.17,0.241,78.186,-27.405,34.79
0.579,1.217,0.218,77.271,-19.348,44.617
0.585,1.251,0.186,73.853,-12.939,49.744
0.581,1.276,0.148,69.763,-8.728,48.645
0.579,1.289,0.122,65.063,-7.263,42.603
0.567,1.292,0.108,59.631,-8.911,33.447
0.529,1.674,0.057,52.673,-11.841,24.048
0.856,2.135,-0.094,48.462,-6.47,45.654
0.931,2.099,0.209,27.405,10.071,94.666
0.792,1.795,0.331,-19.836,1.221,61.462
0.71,1.408,0.188,-69.214,6.348,18.188
-0.421,-1.428,-0.906,-30.396,70.984,-48.34
-0.442,-1.401,-0.941,-0.061,63.477,-61.951
-0.457,-1.326,-0.963,31.616,56.702,-68.115
-0.387,-1.133,-0.993,59.814,50.354,-63.477
-0.348,-0.962,-1.011,84.229,41.077,-51.331
-0.289,-0.775,-1.004,101.013,30.151,-30.762
-0.207,-0.581,-0.996,107.605,19.897,-4.822
-0.127,-0.415,-0.988,107.971,8.85,21.362
-0.052,-0.278,-0.97,104.736,-2.625,45.105
0.008,-0.17,-0.962,99.182,-13,63.171
0.052,-0.083,-0.958,92.224,-22.522,72.937
0.079,-0.025,-0.953,85.388,-32.104,74.097
0.104,0.013,-0.926,80.078,-41.382,68.42
0.133,0.038,-0.873,77.515,-50.537,58.533
0.162,0.051,-0.829,77.515,-59.448,48.279
0.168,0.071,-0.795,77.881,-67.078,39.673
0.225,0.081,-0.755,77.332,-73.12,35.95
0.226,0.082,-0.727,73.975,-77.148,34.546
0.248,0.078,-0.695,68.054,-79.041,39.978
0.25,0.072,-0.664,61.584,-79.102,47.546
0.255,0.067,-0.634,56.58,-77.515,53.223
0.251,0.065,-0.603,52.856,-76.05,59.021
0.248,0.062,-0.577,48.767,-75.439,68.42
0.254,0.071,-0.535,45.105,-75.867,79.895
0.265,0.091,-0.483,43.884,-78.308,93.14
0.277,0.112,-0.457,44.556,-83.496,107.788
0.304,0.142,-0.428,45.532,-90.21,121.521
0.338,0.191,-0.374,49.561,-97.168,131.897
0.371,0.24,-0.327,57.495,-104.553,139.648
0.41,0.3,-0.289,65.674,-111.816,144.226
0.45,0.371,-0.26,74.524,-117.859,143.921
0.497,0.452,-0.22,83.679,-123.535,137.817
0.531,0.524,-0.195,91.37,-128.906,129.15
0.572,0.58,-0.181,94.421,-132.812,121.155
0.6,0.623,-0.15,93.079,-133.911,114.258
0.629,0.644,-0.118,89.478,-132.385,108.521
0.689,0.661,-0.046,84.473,-127.808,103.455
0.722,0.679,0.007,83.008,-117.493,96.741
0.733,0.7,0.011,86.06,-103.516,86.853
0.732,0.738,0,91.248,-92.651,74.036
0.723,0.775,0.005,100.159,-89.05,61.951
0.726,0.805,-0.011,107.605,-92.224,54.81
0.728,0.818,-0.045,108.032,-97.473,53.65
0.716,0.819,-0.073,101.868,-101.929,57.678
0.683,0.823,-0.073,90.942,-104.98,67.749
0.649,0.813,-0.075,79.285,-108.459,84.167
0.643,0.801,-0.06,66.345,-112.122,104.797
0.659,0.798,0.001,55.847,-112.732,122.62
0.689,0.809,0.089,55.359,-109.253,129.7
0.756,0.853,0.203,64.819,-101.501,122.681
0.797,0.911,0.283,83.496,-90.576,102.722
0.835,0.963,0.287,99.915,-85.754,79.346
0.846,1.024,0.239,110.84,-82.153,53.284
0.844,1.092,0.213,121.765,-78.247,31.372
0.831,1.141,0.177,126.526,-76.233,22.461
0.83,1.156,0.124,117.493,-76.721,27.283
0.818,1.151,0.076,98.389,-78.43,40.894
0.797,1.129,0.041,77.271,-77.454,56.091
0.758,1.089,0.026,57.556,-74.646,69.092
0.736,1.037,0.025,41.931,-71.35,76.782
0.717,0.983,0.038,31.677,-67.81,77.576
0.703,0.939,0.079,25.94,-65.796,72.021
0.689,0.92,0.162,25.208,-65.979,61.157
0.692,0.917,0.24,31.311,-64.27,47.974
0.713,0.938,0.311,40.71,-60.364,37.537
0.739,0.981,0.36,51.27,-54.382,32.654
0.755,1.023,0.366,60.547,-46.631,34.546
0.776,1.073,0.318,64.575,-38.147,38.818
0.773,1.119,0.255,63.538,-29.968,42.419
0.76,1.148,0.205,59.204,-23.926,44.861
0.741,1.158,0.162,51.819,-20.447,43.823
0.723,1.141,0.133,43.579,-18.86,38.208
0.695,1.103,0.135,35.828,-18.494,29.541
0.668,1.059,0.143,29.114,-19.592,19.714
0.644,1.015,0.163,24.719,-20.264,10.62
0.63,0.975,0.188,21.606,-20.02,3.54
0.613,0.947,0.214,19.165,-18.921,-0.854
0.603,0.935,0.252,19.409,-17.395,-2.808
0.596,0.934,0.271,22.034,-15.808,-3.052
0.594,0.946,0.269,24.536,-13.977,-2.502
0.596,0.969,0.26,26.184,-13.794,-1.16
0.596,0.995,0.245,26.123,-13.855,2.258
0.591,1.009,0.226,23.01,-12.512,7.141
0.588,1.013,0.203,17.883,-10.132,11.719
0.581,1.003,0.187,12.207,-7.568,15.259
0.569,0.988,0.181,6.958,-5.859,16.541
0.559,0.963,0.178,2.991,-5.005,15.564
0.55,0.936,0.179,1.038,-5.798,12.207
0.541,0.906,0.189,0.671,-7.202,7.69
0.537,0.878,0.201,1.404,-8.606,2.869
0.531,0.856,0.211,2.441,-9.277,-1.404
0.526,0.84,0.222,4.089,-8.789,-4.089
0.52,0.828,0.229,5.859,-7.324,-6.409
0.511,0.818,0.229,7.263,-6.042,-8.301
0.504,0.813,0.221,7.751,-5.188,-9.521
0.5,0.811,0.215,8.24,-5.066,-9.949
0.495,0.811,0.212,8.118,-5.371,-9.644
0.49,0.808,0.207,7.141,-5.798,-8.057
0.486,0.804,0.202,4.517,-6.042,-4.822
0.483,0.794,0.204,1.648,-5.981,-0.916
0.483,0.784,0.213,-1.099,-5.92,3.418
0.486,0.776,0.226,-2.869,-6.042,6.653
0.49,0.769,0.234,-3.418,-6.165,8.606
0.493,0.766,0.24,-2.441,-6.409,8.484
0.491,0.76,0.242,-0.366,-6.714,6.836
0.49,0.759,0.243,2.441,-6.775,3.967
0.485,0.76,0.242,5.432,-7.019,0.427
0.482,0.765,0.242,8.179,-7.446,-2.38
0.481,0.766,0.239,9.949,-7.751,-4.333
0.482,0.769,0.236,11.047,-7.996,-5.066
0.481,0.775,0.241,11.292,-8.301,-4.089
0.486,0.782,0.248,10.254,-8.667,-1.343
0.499,0.787,0.254,8.118,-8.911,3.174
0.512,0.791,0.266,6.165,-8.85,8.24
0.528,0.795,0.276,4.578,-8.301,12.39
0.542,0.799,0.283,3.967,-6.836,14.465
0.55,0.802,0.284,4.211,-4.578,14.771
0.55,0.806,0.281,5.737,-2.563,13.916
0.542,0.809,0.275,7.141,-1.099,11.902
0.751,1.418,0.347,-76.782,67.932,-67.383
0.761,1.43,0.291,-92.468,69.946,-57.129
0.742,1.431,0.252,-107.727,71.533,-51.636
0.729,1.419,0.232,-120.85,73.669,-51.514
0.703,1.414,0.26,-132.935,76.233,-53.406
0.683,1.386,0.282,-142.212,79.834,-54.077
0.664,1.356,0.263,-153.198,83.191,-52.979
0.636,1.354,0.318,-162.354,87.524,-54.81
0.61,1.332,0.316,-163.513,91.492,-61.157
0.59,1.322,0.281,-165.039,92.224,-72.876
0.55,1.29,0.257,-165.161,90.454,-90.515
0.522,1.275,0.265,-165.466,88.44,-107.544
0.494,1.232,0.263,-168.213,86.731,-120.178
0.484,1.178,0.259,-175.781,86.487,-126.16
0.458,1.091,0.25,-185.791,89.722,-127.563
0.443,0.987,0.242,-196.167,95.337,-128.784
0.408,0.872,0.229,-202.759,103.21,-136.475
0.362,0.762,0.189,-200.806,111.755,-151.978
0.294,0.694,0.187,-195.374,116.028,-173.767
0.249,0.583,0.177,-186.34,116.028,-192.749
0.233,0.478,0.164,-180.481,116.028,-204.102
0.197,0.398,0.192,-173.767,118.713,-211.67
0.181,0.295,0.151,-164.185,121.582,-210.754
0.166,0.193,0.07,-163.147,123.169,-202.209
0.129,0.097,0.005,-166.809,124.329,-193.115
0.1,0.002,-0.033,-166.87,123.23,-183.472
0.105,-0.103,-0.061,-163.879,119.507,-170.349
0.125,-0.189,-0.066,-159.79,114.99,-154.419
0.148,-0.283,-0.131,-152.466,110.535,-136.414
0.175,-0.348,-0.18,-145.691,106.506,-121.887
0.186,-0.418,-0.225,-133.24,104.126,-114.685
0.185,-0.48,-0.292,-117.798,102.234,-114.685
0.156,-0.544,-0.363,-103.271,100.891,-122.925
0.113,-0.631,-0.458,-89.233,99.426,-138
0.035,-0.74,-0.545,-80.322,97.351,-156.616
-0.068,-0.889,-0.623,-74.951,96.619,-174.011
-0.216,-1.1,-0.669,-71.777,99.548,-184.082
-0.368,-1.335,-0.666,-67.078,104.126,-184.143
-0.513,-1.542,-0.694,-54.749,108.093,-173.95
-0.64,-1.677,-0.739,-36.621,109.619,-153.442
-0.715,-1.718,-0.789,-15.32,104.858,-124.756
-0.735,-1.661,-0.838,8.789,91.187,-91.858
-0.695,-1.506,-0.891,35.645,68.115,-56.03
-0.61,-1.293,-0.911,60.364,39.368,-16.235
-0.487,-1.059,-0.899,78.735,11.841,25.024
-0.338,-0.832,-0.872,88.562,-9.46,62.927
-0.211,-0.623,-0.853,93.262,-25.269,92.224
-0.107,-0.449,-0.848,93.872,-36.56,111.938
-0.025,-0.318,-0.852,91.003,-44.556,122.375
0.037,-0.23,-0.854,87.097,-51.147,122.559
0.084,-0.183,-0.836,84.29,-56.946,113.403
0.117,-0.168,-0.807,82.52,-61.523,98.206
0.141,-0.172,-0.774,82.214,-64.148,79.529
0.167,-0.176,-0.729,84.351,-66.528,60.547
0.16,-0.176,-0.709,89.6,-70.007,45.288
0.202,-0.172,-0.677,93.933,-73.792,39.856
0.215,-0.164,-0.648,95.947,-78.003,44.189
0.24,-0.148,-0.621,95.215,-80.75,59.631
0.25,-0.124,-0.598,90.942,-82.458,79.834
0.252,-0.105,-0.58,85.876,-82.397,100.403
0.254,-0.085,-0.552,82.275,-81.909,118.042
0.265,-0.057,-0.52,81.726,-83.191,131.104
0.268,-0.018,-0.499,83.13,-85.938,140.564
0.287,0.024,-0.449,83.923,-88.806,149.231
0.327,0.076,-0.373,86.304,-92.834,158.447
0.376,0.127,-0.298,90.21,-95.459,166.443
0.44,0.198,-0.237,97.29,-94.299,168.823
0.481,0.28,-0.208,109.497,-91.003,162.415
0.502,0.366,-0.21,122.925,-87.769,148.437
0.521,0.448,-0.208,134.277,-85.51,129.272
0.545,0.522,-0.197,142.944,-85.51,107.971
0.572,0.598,-0.172,147.705,-87.463,89.172
0.592,0.654,-0.17,148.071,-90.332,77.271
0.605,0.692,-0.188,142.456,-93.75,73.12
0.605,0.739,-0.184,132.751,-96.558,75.5
0.597,0.783,-0.164,122.864,-100.098,86.548
0.627,0.833,-0.128,112.061,-104.187,106.262
0.648,0.86,-0.099,102.356,-104.309,126.892
0.685,0.884,-0.062,95.52,-101.501,138.916
0.722,0.912,-0.017,95.032,-96.863,135.498
0.748,0.939,-0.004,102.478,-89.417,114.929
0.747,0.955,-0.028,113.831,-80.566,80.811
0.729,0.952,-0.071,123.84,-73.853,40.527
0.689,0.95,-0.1,130.127,-71.716,2.869
0.649,0.946,-0.11,131.47,-74.28,-23.193
0.617,0.941,-0.105,126.831,-79.956,-33.081
0.592,0.936,-0.085,115.417,-87.28,-26.184
0.583,0.934,-0.067,100.891,-95.398,-5.005
0.614,0.952,0,84.595,-102.539,25.208
0.701,0.988,0.098,73.792,-105.103,59.448
0.771,1.016,0.149,70.251,-98.022,87.952
0.843,1.046,0.166,67.017,-89.05,101.318
0.872,1.069,0.126,68.237,-81.604,97.107
0.879,1.082,0.064,78.003,-72.083,74.707
0.858,1.074,0.022,89.966,-63.782,40.588
0.825,1.048,-0.004,98.572,-59.753,4.333
0.778,1.013,-0.008,101.563,-59.631,-26.062
0.735,0.979,0.005,98.816,-62.256,-44.312
0.695,0.953,0.047,91.064,-66.956,-47.913
0.681,0.929,0.087,81.482,-71.899,-36.743
0.691,0.918,0.115,70.862,-75.806,-14.709
0.742,0.927,0.179,60.73,-77.271,12.085
0.808,0.952,0.232,54.443,-73.608,39.368
0.844,0.975,0.251,48.828,-64.697,62.561
0.882,0.992,0.24,44.128,-54.077,76.416
0.896,1.005,0.225,44.861,-42.053,76.843
0.898,1.018,0.211,49.377,-34.729,64.697
0.869,1.025,0.18,54.993,-31.067,42.358
0.842,1.02,0.15,59.082,-30.823,15.869
0.806,1,0.134,60.181,-32.532,-8.362
0.772,0.97,0.139,56.641,-34.729,-26.55
0.742,0.937,0.158,49.988,-36.987,-36.011
0.72,0.9,0.185,42.542,-38.086,-35.889
0.711,0.872,0.213,34.668,-37.781,-26.794
0.721,0.859,0.255,27.649,-35.828,-11.902
0.74,0.854,0.282,23.193,-33.081,5.066
0.764,0.863,0.288,18.982,-29.48,20.569
0.775,0.872,0.288,15.991,-24.658,30.396
0.777,0.881,0.277,15.076,-19.836,33.447
0.958,1.228,0.457,-64.636,45.776,-0.549
0.97,1.257,0.429,-71.899,55.481,-4.578
0.954,1.278,0.41,-78.247,64.636,-15.015
0.924,1.276,0.381,-84.045,70.007,-27.954
0.892,1.253,0.35,-89.722,70.496,-41.138
0.865,1.226,0.354,-94.543,66.956,-53.65
0.847,1.193,0.362,-96.619,62.073,-63.171
0.845,1.18,0.364,-99.182,58.35,-67.81
0.854,1.186,0.399,-101.135,57.068,-68.237
0.865,1.194,0.41,-102.478,59.143,-64.27
0.869,1.214,0.406,-106.201,63.232,-59.692
0.864,1.232,0.416,-108.398,67.505,-59.937
0.858,1.228,0.38,-108.765,71.228,-64.636
0.842,1.217,0.351,-113.342,73.975,-72.205
0.8,1.193,0.34,-119.507,77.332,-80.444
0.757,1.164,0.336,-127.197,81.116,-86.304
0.704,1.139,0.348,-133.911,84.839,-90.21
0.678,1.101,0.336,-137.146,86.975,-92.285
0.647,1.089,0.334,-140.869,87.036,-94.543
0.62,1.065,0.337,-143.311,85.571,-98.206
0.62,1.038,0.318,-147.4,84.473,-100.342
0.622,1.031,0.332,-154.907,85.938,-101.99
0.613,0.997,0.337,-159.973,91.553,-103.088
0.586,0.957,0.294,-163.208,99.548,-103.76
0.551,0.899,0.252,-166.138,108.093,-106.995
0.507,0.826,0.21,-168.152,115.54,-115.967
0.452,0.771,0.193,-168.823,120.422,-128.601
0.393,0.717,0.185,-164.307,122.864,-139.526
0.37,0.655,0.158,-161.255,122.925,-145.508
0.35,0.584,0.136,-162.476,123.413,-149.048
0.324,0.505,0.096,-163.757,126.831,-150.085
0.287,0.434,0.066,-164.551,131.653,-150.024
0.251,0.35,0.018,-164.734,135.742,-148.926
0.224,0.275,-0.021,-166.016,137.634,-147.4
0.198,0.199,-0.043,-165.466,136.658,-145.081
0.195,0.118,-0.082,-161.987,132.874,-141.357
0.194,0.043,-0.121,-158.325,128.418,-136.536
0.195,-0.027,-0.174,-153.931,125.183,-131.287
0.193,-0.112,-0.231,-151.306,123.474,-126.587
0.183,-0.208,-0.268,-149.17,123.901,-122.314
0.143,-0.332,-0.317,-145.996,125.549,-121.216
0.082,-0.487,-0.373,-142.578,126.77,-122.192
0.006,-0.658,-0.428,-138.428,125.427,-122.925
-0.079,-0.875,-0.473,-130.127,122.009,-120.178
-0.175,-1.104,-0.532,-121.277,117.554,-114.197
-0.303,-1.347,-0.589,-113.892,111.572,-110.901
-0.451,-1.591,-0.642,-102.844,105.164,-112.854
-0.61,-1.803,-0.682,-86.121,99.182,-118.225
-0.721,-1.945,-0.706,-62.744,92.346,-118.347
-0.767,-1.965,-0.723,-34.607,84.106,-108.521
-0.726,-1.874,-0.734,-5.31,70.557,-86.182
-0.635,-1.714,-0.73,25.513,50.964,-51.147
-0.507,-1.487,-0.723,55.969,29.663,-7.385
-0.344,-1.209,-0.71,80.2,10.559,38.635
-0.198,-0.938,-0.701,97.351,-3.357,78.491
-0.076,-0.697,-0.704,106.018,-12.634,107.117
0.019,-0.505,-0.725,108.704,-18.188,124.084
0.083,-0.368,-0.751,108.948,-21.301,130.554
0.122,-0.27,-0.773,108.398,-24.536,128.174
0.144,-0.209,-0.791,107.361,-29.114,118.591
0.155,-0.173,-0.797,105.652,-35.278,104.309
0.164,-0.148,-0.773,104.004,-43.03,88.562
0.18,-0.13,-0.731,104.797,-51.941,75.5
0.215,-0.119,-0.684,106.079,-61.096,68.848
0.247,-0.1,-0.642,107.178,-66.223,67.383
0.301,-0.077,-0.586,107.788,-69.031,69.458
0.332,-0.053,-0.553,109.375,-68.237,74.707
0.359,-0.029,-0.535,109.314,-65.674,85.51
0.362,-0.001,-0.513,107.056,-59.692,96.802
0.361,0.028,-0.489,105.774,-53.65,107.544
0.352,0.055,-0.485,105.347,-50.72,118.652
0.344,0.088,-0.488,104.614,-50.842,128.174
0.333,0.133,-0.467,104.431,-54.321,133.484
0.326,0.186,-0.44,106.628,-61.279,135.254
0.332,0.24,-0.417,111.023,-71.045,135.803
0.364,0.312,-0.358,115.295,-81.543,136.719
0.418,0.397,-0.263,119.568,-90.759,138.855
0.481,0.474,-0.184,123.657,-95.825,144.409
0.538,0.532,-0.151,124.817,-93.933,152.1
0.584,0.583,-0.129,123.657,-85.693,155.396
0.602,0.626,-0.124,124.39,-74.28,152.1
0.595,0.654,-0.147,127.38,-63.477,144.592
0.579,0.663,-0.179,129.944,-56.519,133.545
0.557,0.676,-0.178,132.507,-53.833,119.202
0.525,0.717,-0.122,136.902,-55.481,103.821
0.503,0.75,-0.104,143.433,-61.218,94.36
0.506,0.787,-0.096,146.057,-67.627,92.346
0.524,0.846,-0.02,144.226,-73.364,95.825
0.53,0.896,0.029,143.005,-74.097,104.553
0.539,0.94,0.018,139.221,-70.129,117.065
0.551,0.996,0.036,132.263,-64.026,128.357
0.557,1.039,0.06,128.662,-56.58,136.719
0.569,1.075,0.037,126.526,-48.523,141.785
0.567,1.103,0.001,123.291,-41.992,141.174
0.554,1.117,-0.044,121.521,-37.781,134.583
0.539,1.113,-0.092,119.873,-36.499,123.474
0.519,1.092,-0.123,116.211,-38.269,108.948
0.487,1.054,-0.125,112.427,-41.199,92.773
0.453,1.008,-0.12,108.582,-42.542,75.928
0.417,0.986,-0.051,104.675,-44.617,59.204
0.371,0.988,0.044,103.76,-53.467,49.255
0.361,1.007,0.125,105.591,-59.509,46.204
0.392,1.046,0.192,107.727,-59.875,50.659
0.428,1.097,0.238,110.779,-54.932,61.829
0.454,1.149,0.24,111.877,-45.166,76.843
0.469,1.198,0.197,109.68,-33.264,90.82
0.463,1.242,0.154,107.422,-22.827,100.159
0.451,1.273,0.119,105.835,-16.235,104.187
0.44,1.291,0.072,101.685,-13.489,101.99
0.426,1.29,0.034,95.215,-13.794,94.36
0.392,1.291,0.042,88.257,-15.503,82.947
0.36,1.279,0.063,82.703,-17.273,70.862
0.347,1.255,0.071,76.721,-18.372,60.669
0.339,1.241,0.114,71.106,-21.423,53.162
0.323,1.244,0.179,71.228,-22.644,47.852
0.34,1.254,0.218,75.317,-21.851,45.288
0.361,1.275,0.227,76.843,-19.287,42.358
0.373,1.297,0.222,76.904,-16.968,38.025
0.369,1.322,0.202,77.148,-14.221,33.081
0.701,1.522,0.525,-2.075,28.137,-40.649
0.722,1.547,0.5,-12.817,38.391,-47.791
0.723,1.537,0.451,-27.1,50.11,-52.368
0.705,1.525,0.432,-42.236,60.974,-54.871
0.679,1.501,0.429,-53.284,69.153,-55.481
0.662,1.479,0.429,-63.049,74.341,-53.711
0.669,1.462,0.451,-71.411,77.271,-52.246
0.686,1.452,0.47,-75.745,80.444,-53.101
0.689,1.455,0.471,-77.393,84.29,-57.922
0.684,1.464,0.466,-77.332,86.243,-67.81
0.678,1.485,0.474,-77.209,85.876,-80.811
0.67,1.516,0.509,-79.834,84.351,-91.614
0.674,1.529,0.526,-86.548,84.045,-93.933
0.683,1.521,0.499,-98.145,85.388,-88.44
0.68,1.504,0.488,-112.061,87.952,-81.909
0.675,1.477,0.489,-124.329,91.248,-75.562
0.661,1.454,0.485,-133.484,94.91,-72.571
0.642,1.441,0.533,-139.893,98.145,-72.876
0.639,1.419,0.579,-143.86,101.257,-75.012
0.649,1.401,0.633,-149.841,106.567,-77.576
0.639,1.361,0.64,-155.396,114.99,-80.75
0.622,1.316,0.617,-161.682,126.404,-83.313
0.578,1.256,0.576,-168.945,139.099,-86.914
0.522,1.18,0.53,-179.932,149.78,-92.468
0.434,1.098,0.478,-191.895,158.569,-98.45
0.385,0.995,0.459,-204.529,168.091,-99.915
0.312,0.873,0.428,-218.018,177.002,-101.868
0.236,0.762,0.385,-229.919,185.303,-104.248
0.157,0.658,0.347,-235.168,189.758,-107.3
0.087,0.564,0.296,-234.009,187.866,-112.488
0.045,0.471,0.265,-230.774,180.481,-116.882
0.011,0.373,0.229,-226.562,171.387,-116.394
-0.001,0.28,0.201,-224.182,163.94,-108.643
-0.019,0.199,0.179,-220.642,157.959,-96.863
-0.027,0.116,0.091,-214.478,152.344,-83.862
-0.03,0.05,0.004,-209.229,146.484,-74.89
-0.026,-0.013,-0.056,-201.294,138.855,-72.632
-0.029,-0.085,-0.13,-192.078,130.31,-74.829
-0.039,-0.148,-0.214,-182.434,122.986,-80.383
-0.047,-0.208,-0.294,-173.035,113.953,-87.646
-0.062,-0.261,-0.356,-163.879,103.455,-94.116
-0.054,-0.341,-0.407,-155.334,94.666,-96.558
-0.031,-0.44,-0.452,-147.034,91.064,-96.008
-0.026,-0.546,-0.499,-138.184,90.332,-97.29
-0.036,-0.65,-0.579,-126.648,92.773,-103.943
-0.063,-0.756,-0.682,-112.61,95.886,-117.676
-0.114,-0.869,-0.794,-97.717,98.755,-138
-0.213,-0.991,-0.887,-86.914,101.013,-161.377
-0.372,-1.123,-0.937,-84.045,104.919,-179.138
-0.548,-1.263,-0.928,-85.144,109.924,-185.059
-0.69,-1.358,-0.908,-82.52,112.61,-175.903
-0.784,-1.408,-0.902,-71.96,109.375,-151.306
-0.811,-1.394,-0.918,-49.988,96.252,-113.525
-0.783,-1.302,-0.942,-19.653,71.472,-65.369
-0.714,-1.135,-0.959,13.855,40.1,-14.465
-0.609,-0.924,-0.955,45.166,8.057,31.738
-0.496,-0.687,-0.941,68.176,-19.47,70.251
-0.398,-0.485,-0.945,79.346,-40.466,100.647
-0.311,-0.322,-0.95,81.787,-56.396,122.253
-0.248,-0.202,-0.953,80.994,-68.542,132.629
-0.201,-0.123,-0.952,78.735,-78.613,129.272
-0.169,-0.081,-0.952,76.599,-89.05,112.366
-0.149,-0.055,-0.937,76.599,-100.586,85.022
-0.132,-0.045,-0.9,81.055,-114.38,53.04
-0.114,-0.047,-0.862,86.731,-131.226,22.644
-0.092,-0.059,-0.809,90.942,-148.926,-2.136
-0.067,-0.074,-0.736,96.191,-166.016,-20.447
-0.039,-0.087,-0.693,103.577,-183.35,-31.738
0.041,-0.088,-0.648,107.788,-200.5,-33.081
0.053,-0.064,-0.595,107.849,-212.524,-26.367
0.142,-0.05,-0.528,103.638,-217.346,-10.071
0.189,-0.036,-0.448,97.168,-212.341,9.766
0.252,-0.013,-0.377,85.144,-208.313,43.152
0.296,0.029,-0.305,70.435,-203.918,80.566
0.339,0.082,-0.253,63.354,-197.449,114.624
0.376,0.134,-0.223,64.331,-190.491,143.555
0.406,0.197,-0.187,69.153,-184.509,166.626
0.44,0.268,-0.139,77.942,-178.772,180.237
0.482,0.354,-0.079,89.783,-173.706,184.021
0.538,0.438,-0.007,103.394,-170.654,180.969
0.603,0.523,0.035,116.516,-167.847,174.255
0.67,0.62,0.08,126.831,-163.818,164.368
0.736,0.711,0.103,135.254,-156.982,153.076
0.79,0.788,0.104,137.939,-147.217,141.785
0.824,0.842,0.075,133.85,-134.766,130.493
0.834,0.876,0.035,124.573,-121.582,119.141
0.819,0.882,0.011,112.61,-108.521,108.643
0.794,0.875,0.01,100.464,-97.351,99.487
0.759,0.843,0.021,90.332,-90.82,92.834
0.729,0.797,0.018,81.177,-89.111,88.867
0.713,0.78,0.072,74.341,-90.759,85.388
0.687,0.785,0.166,76.965,-93.567,83.008
0.728,0.792,0.201,84.656,-95.52,85.083
0.745,0.827,0.213,88.745,-92.712,86.548
0.757,0.881,0.268,90.149,-91.919,90.576
0.758,0.924,0.266,92.896,-91.064,95.825
0.785,0.953,0.21,93.262,-88.135,99.243
0.792,0.973,0.168,92.529,-84.045,97.595
0.784,0.977,0.15,91.614,-79.529,90.82
0.769,0.966,0.126,88.501,-75.378,80.383
0.743,0.958,0.143,83.801,-72.998,68.848
0.703,0.938,0.177,80.566,-72.754,58.228
0.689,0.919,0.217,78.369,-74.28,50.903
0.683,0.912,0.267,78.308,-75.317,46.875
0.681,0.934,0.337,81.543,-72.937,46.448
0.689,0.984,0.396,85.693,-68.97,50.598
0.707,1.034,0.399,87.402,-64.88,60.303
0.729,1.078,0.346,83.13,-60.547,72.083
0.742,1.11,0.303,75.806,-55.359,83.069
0.735,1.131,0.265,67.322,-50.049,90.82
