aX,aY,aZ,gX,gY,gZ
0.006,0.452,-0.609,211.548,8.545,3.235
-0.01,0.461,-0.559,208.069,2.808,0.122
-0.026,0.47,-0.506,205.2,-4.272,-3.052
-0.037,0.485,-0.451,202.82,-11.169,-5.859
-0.046,0.503,-0.392,201.172,-16.724,-9.216
-0.046,0.518,-0.334,200.012,-20.63,-13.062
-0.038,0.536,-0.285,198.12,-21.606,-16.541
-0.025,0.558,-0.255,195.862,-18.86,-18.799
-0.007,0.566,-0.224,193.298,-12.512,-20.813
0.004,0.58,-0.193,189.331,-5.493,-21.423
0.013,0.589,-0.158,184.998,-1.343,-19.836
0.017,0.613,-0.132,181.274,-1.526,-18.188
0.022,0.629,-0.106,178.406,-4.639,-18.127
0.036,0.639,-0.069,175.659,-10.864,-20.935
0.051,0.65,-0.037,172.363,-19.836,-24.414
0.064,0.652,-0.005,169.8,-29.602,-27.527
0.084,0.651,0.026,167.847,-37.354,-31.006
0.113,0.65,0.071,165.71,-43.152,-33.997
0.133,0.665,0.113,160.767,-49.805,-32.166
0.129,0.684,0.138,155.396,-55.908,-25.391
0.108,0.695,0.163,150.574,-58.533,-19.714
0.107,0.702,0.186,147.034,-56.458,-18.616
0.115,0.706,0.208,145.386,-52.307,-18.86
0.123,0.699,0.231,145.142,-45.166,-17.822
0.118,0.695,0.245,146.729,-34.668,-17.273
0.124,0.692,0.259,150.513,-23.01,-17.456
0.143,0.694,0.299,153.198,-15.137,-17.944
0.134,0.723,0.331,152.893,-12.878,-16.174
0.123,0.738,0.352,150.818,-13.916,-12.756
0.135,0.747,0.379,147.156,-17.944,-11.902
0.137,0.751,0.402,143.25,-24.719,-14.587
0.15,0.743,0.43,140.32,-32.593,-18.494
0.173,0.735,0.453,137.573,-39.001,-21.24
0.195,0.714,0.483,136.108,-40.71,-21.606
0.21,0.697,0.515,137.268,-35.034,-19.958
0.221,0.688,0.551,140.381,-23.071,-17.212
0.231,0.683,0.57,143.555,-7.812,-13.55
0.236,0.68,0.581,146.057,7.69,-10.498
0.249,0.668,0.6,147.339,19.348,-9.644
0.255,0.667,0.626,146.423,23.621,-9.033
0.244,0.665,0.642,143.25,21.484,-6.531
0.232,0.669,0.655,138.367,16.296,-3.357
0.218,0.661,0.669,133.24,11.292,-1.648
0.207,0.651,0.675,128.906,8.972,-2.625
0.202,0.636,0.677,125.854,9.399,-5.249
0.202,0.609,0.681,123.535,10.803,-8.545
0.195,0.589,0.686,121.826,12.268,-10.742
0.196,0.569,0.683,121.826,13.977,-11.536
0.206,0.54,0.693,122.681,15.259,-13.245
0.226,0.515,0.719,123.474,14.771,-16.785
0.253,0.503,0.752,123.413,10.315,-20.02
0.279,0.497,0.792,121.46,0.488,-21.606
0.289,0.48,0.838,117.432,-12.207,-20.996
0.317,0.483,0.892,111.084,-25.024,-19.897
0.325,0.472,0.934,105.225,-35.95,-16.602
0.333,0.464,0.971,97.412,-42.725,-12.329
0.319,0.436,0.995,88.989,-43.213,-7.568
0.337,0.424,1.022,81.421,-36.133,-3.784
0.352,0.404,1.022,76.538,-26.184,-0.671
-0.271,-2.025,-1.177,-608.154,84.656,91.309
-0.307,-2.248,-1.561,-608.032,97.717,99.182
-0.238,-2.324,-1.941,-574.463,94.36,106.628
-0.17,-2.267,-2.165,-516.174,67.2,101.135
-0.064,-2.097,-2.301,-454.651,19.287,85.144
0.036,-1.835,-2.396,-403.625,-37.964,69.824
0.092,-1.523,-2.482,-364.929,-87.585,60.547
0.08,-1.206,-2.538,-333.008,-106.873,62.683
0.011,-0.89,-2.619,-301.88,-85.815,71.777
-0.057,-0.6,-2.719,-270.508,-33.325,77.942
-0.12,-0.412,-2.816,-238.525,29.297,74.707
-0.174,-0.339,-2.884,-204.529,83.252,65.186
-0.28,-0.329,-2.872,-163.269,111.572,56.152
-0.322,-0.3,-2.766,-114.075,107.483,50.171
-0.424,-0.241,-2.574,-60.852,77.271,43.884
-0.374,-0.171,-2.342,-11.292,36.926,30.823
-0.347,-0.172,-2.014,33.142,-2.747,11.597
-0.301,-0.151,-1.702,65.125,-45.288,-9.338
-0.17,-0.105,-1.485,73.792,-62.988,-21.545
-0.047,-0.093,-1.292,71.228,-64.087,-28.259
0.068,-0.091,-1.161,67.383,-51.331,-35.034
0.153,-0.093,-1.09,61.584,-30.334,-40.588
0.214,-0.089,-1.078,53.04,-7.935,-41.687
0.27,-0.08,-1.107,41.687,12.634,-35.217
0.27,-0.066,-1.143,31.25,23.071,-24.414
0.229,-0.036,-1.185,22.461,24.78,-12.329
0.183,0,-1.232,14.282,22.705,-2.014
0.132,0.033,-1.266,8.667,18.25,4.211
0.1,0.06,-1.292,5.798,14.893,5.188
0.083,0.061,-1.317,5.005,11.536,2.075
0.083,0.041,-1.352,5.92,8.423,-0.366
0.08,0.029,-1.405,9.888,5.188,-0.671
0.083,0.032,-1.45,15.442,2.014,-0.916
0.081,0.016,-1.465,21.118,0.61,-1.709
0.072,-0.015,-1.457,28.32,0.916,-3.113
0.071,-0.037,-1.435,38.757,3.357,-3.967
0.062,-0.047,-1.404,51.697,6.714,-4.211
0.041,-0.054,-1.361,63.599,10.681,-4.456
0.012,-0.056,-1.333,72.998,14.16,-4.272
-0.017,-0.046,-1.3,80.994,15.747,-4.15
-0.033,-0.041,-1.274,87.219,14.526,-5.066
-0.045,-0.044,-1.248,91.98,11.841,-8.057
-0.044,-0.039,-1.233,97.107,7.69,-11.536
-0.033,-0.031,-1.222,102.722,2.625,-14.282
-0.019,-0.022,-1.209,106.812,-2.625,-15.991
-0.005,-0.012,-1.196,110.107,-6.958,-17.029
0.008,-0.002,-1.182,113.464,-8.667,-17.7
0.016,0.003,-1.154,117.249,-7.141,-17.761
0.024,0.017,-1.137,121.338,-1.282,-17.212
0.036,0.036,-1.128,125.427,7.751,-16.724
0.033,0.051,-1.125,130.432,16.541,-17.761
0.038,0.062,-1.127,135.742,23.621,-17.944
0.029,0.074,-1.118,140.686,26.062,-18.25
0.014,0.093,-1.11,145.508,24.17,-19.043
0,0.105,-1.092,149.109,19.897,-18.982
-0.016,0.126,-1.063,153.381,13.245,-20.813
-0.025,0.161,-1.035,157.593,6.287,-23.254
-0.033,0.184,-0.995,160.583,0.122,-25.513
-0.037,0.205,-0.96,162.292,-3.967,-27.649
-0.029,0.229,-0.93,162.903,-5.188,-29.114
-0.02,0.246,-0.896,162.476,-3.723,-30.701
-0.01,0.255,-0.86,162.17,-1.16,-32.41
0.001,0.258,-0.825,163.452,1.343,-33.63
0.006,0.275,-0.795,165.527,2.441,-33.813
0.021,0.298,-0.76,166.809,2.625,-33.264
0.023,0.319,-0.72,167.114,1.892,-32.349
0.032,0.343,-0.682,167.725,1.587,-31.86
0.037,0.371,-0.644,167.908,1.221,-31.86
0.041,0.403,-0.606,167.053,1.404,-31.128
0.05,0.432,-0.576,164.49,2.625,-29.968
0.053,0.458,-0.555,160.706,4.15,-28.137
0.056,0.489,-0.54,157.166,6.958,-26.306
0.059,0.516,-0.522,154.724,9.033,-25.024
0.062,0.539,-0.502,152.832,9.399,-23.865
0.07,0.555,-0.486,150.757,8.545,-23.193
0.079,0.574,-0.467,148.865,7.385,-23.499
0.082,0.583,-0.446,147.095,7.568,-24.292
0.085,0.592,-0.424,145.508,8.789,-24.902
0.085,0.605,-0.405,144.287,10.681,-25.33
0.086,0.615,-0.375,143.25,11.475,-26.062
0.086,0.627,-0.352,142.7,10.62,-26.611
0.086,0.647,-0.336,142.578,8.728,-26.672
0.093,0.662,-0.314,141.418,6.287,-26.794
0.098,0.666,-0.284,139.099,2.686,-26.489
0.107,0.668,-0.257,135.742,-1.221,-25.94
0.114,0.68,-0.239,132.263,-3.662,-25.33
0.127,0.696,-0.222,128.357,-4.944,-23.926
0.132,0.711,-0.194,124.207,-6.592,-21.179
0.138,0.734,-0.176,120.117,-8.24,-17.639
0.133,0.757,-0.162,116.638,-8.85,-15.015
0.128,0.775,-0.157,112.549,-6.226,-14.038
0.138,0.782,-0.154,109.985,-1.526,-14.893
0.147,0.784,-0.151,109.985,2.258,-16.602
0.153,0.79,-0.15,110.901,4.578,-18.616
0.169,0.802,-0.138,111.877,5.249,-19.47
0.174,0.812,-0.119,112.915,3.418,-18.982
0.178,0.818,-0.094,113.037,0.549,-18.066
0.179,0.837,-0.079,111.023,-0.732,-17.151
0.181,0.854,-0.069,107.91,-0.122,-15.747
0.178,0.866,-0.064,104.736,1.16,-14.099
0.183,0.877,-0.06,101.99,1.831,-12.756
0.19,0.881,-0.049,99.426,1.465,-12.024
0.193,0.89,-0.032,95.581,-1.282,-10.864
0.187,0.897,-0.014,91.736,-6.592,-8.362
0.184,0.902,0,89.294,-13.55,-6.531
0.177,0.901,0.012,87.402,-18.494,-6.287
0.175,0.891,0.026,86.609,-20.447,-6.653
0.173,0.879,0.045,88.501,-21.423,-7.263
0.158,0.883,0.053,92.407,-20.63,-8.789
0.152,0.888,0.065,95.459,-16.907,-10.315
0.147,0.889,0.085,97.351,-12.817,-11.108
0.147,0.9,0.1,98.267,-9.644,-9.949
0.137,0.911,0.116,97.412,-7.812,-7.263
0.132,0.92,0.132,95.703,-5.859,-5.371
0.134,0.927,0.145,93.811,-3.845,-6.47
0.145,0.918,0.153,92.773,-2.991,-8.423
0.149,0.896,0.167,92.407,-4.883,-12.573
0.162,0.878,0.195,93.628,-8.301,-17.395
0.179,0.86,0.218,95.093,-12.695,-20.935
-0.413,-1.588,-1.918,-464.722,281.799,-5.066
-0.572,-1.56,-2.254,-392.944,313.171,11.353
-0.649,-1.303,-2.523,-302.49,305.847,45.593
-0.81,-0.968,-2.761,-231.567,256.592,86.365
-0.93,-0.68,-2.89,-208.557,180.481,122.437
-1.013,-0.589,-2.923,-207.52,95.764,137.695
-1.019,-0.6,-2.803,-206.36,20.996,132.812
-0.984,-0.656,-2.685,-189.331,-26.855,115.295
-0.89,-0.656,-2.531,-160.095,-44.495,89.417
-0.776,-0.654,-2.343,-121.033,-44.556,63.538
-0.67,-0.631,-2.116,-81.543,-41.504,46.326
-0.552,-0.51,-1.939,-48.34,-41.443,40.283
-0.454,-0.364,-1.774,-21.24,-49.805,39.49
-0.399,-0.271,-1.581,-2.502,-66.589,40.894
-0.351,-0.22,-1.38,7.202,-82.458,42.908
-0.307,-0.196,-1.198,11.23,-92.102,42.664
-0.269,-0.166,-1.059,12.39,-94.727,39.124
-0.233,-0.135,-0.966,12.756,-89.661,31.982
-0.187,-0.121,-0.905,13.062,-77.332,23.071
-0.147,-0.115,-0.88,11.597,-59.509,14.465
-0.126,-0.124,-0.901,7.568,-39.49,5.981
-0.115,-0.145,-0.961,3.174,-19.592,-1.282
-0.11,-0.165,-1.027,0.61,-1.953,-5.676
-0.118,-0.187,-1.095,2.014,12.695,-9.277
-0.133,-0.195,-1.169,7.202,22.827,-12.756
-0.151,-0.2,-1.239,13.977,29.602,-14.832
-0.178,-0.212,-1.298,19.836,33.508,-15.564
-0.214,-0.22,-1.35,25.391,34.973,-15.869
-0.25,-0.223,-1.396,31.677,33.936,-16.174
-0.278,-0.213,-1.434,38.391,29.419,-17.7
-0.302,-0.214,-1.452,44.739,21.912,-19.165
-0.323,-0.221,-1.459,51.086,12.939,-20.386
-0.337,-0.216,-1.468,58.716,3.906,-21.912
-0.349,-0.21,-1.476,68.481,-4.395,-24.536
-0.36,-0.218,-1.465,78.735,-11.475,-27.71
-0.36,-0.22,-1.446,88.867,-17.334,-31.555
-0.352,-0.217,-1.415,98.022,-23.01,-35.522
-0.341,-0.206,-1.38,106.384,-28.32,-39.246
-0.277,-0.076,-1.316,114.929,-32.715,-43.457
-0.123,0.205,-1.32,131.836,-38.513,-48.462
-0.089,0.225,-1.264,151.428,-50.049,-50.049
-0.112,0.107,-1.087,147.461,-61.035,-42.419
-0.083,0.043,-1.001,137.634,-61.523,-35.522
-0.081,0.017,-0.982,133.911,-55.298,-36.072
-0.08,0.019,-0.972,127.747,-46.326,-35.339
-0.062,0.044,-0.984,123.047,-37.537,-31.067
-0.056,0.068,-0.992,125.671,-33.264,-28.87
-0.043,0.101,-0.977,132.202,-33.752,-29.114
-0.029,0.125,-0.962,138.489,-35.4,-30.029
-0.033,0.117,-0.936,141.479,-35.461,-30.823
-0.027,0.113,-0.902,142.456,-33.325,-30.457
-0.021,0.142,-0.881,144.897,-30.823,-29.663
-0.022,0.183,-0.867,147.4,-27.1,-29.114
-0.025,0.222,-0.842,148.01,-22.461,-28.259
-0.028,0.261,-0.816,147.766,-18.677,-26.55
-0.038,0.29,-0.783,147.278,-17.029,-24.719
-0.053,0.308,-0.746,145.203,-16.602,-23.376
-0.054,0.327,-0.717,140.625,-15.442,-23.193
-0.041,0.354,-0.702,136.963,-13.977,-24.658
-0.031,0.394,-0.697,135.559,-13.367,-27.039
-0.02,0.431,-0.703,134.399,-12.329,-29.419
-0.011,0.452,-0.697,133.179,-10.803,-31.799
-0.007,0.467,-0.685,131.958,-9.644,-32.959
-0.007,0.483,-0.675,131.042,-9.094,-32.837
-0.007,0.495,-0.664,130.676,-9.155,-32.715
-0.004,0.511,-0.651,131.47,-10.437,-32.837
0,0.537,-0.634,132.69,-12.634,-33.569
0.005,0.559,-0.611,133.179,-15.93,-34.424
0.018,0.578,-0.581,132.751,-20.386,-34.119
0.026,0.594,-0.546,130.92,-26.55,-33.264
0.034,0.617,-0.521,128.174,-33.325,-32.288
0.054,0.64,-0.502,124.756,-38.574,-31.555
0.068,0.657,-0.486,120.117,-42.48,-32.043
0.086,0.671,-0.484,115.234,-43.701,-33.081
0.107,0.68,-0.477,112.427,-42.603,-33.936
0.121,0.681,-0.465,111.45,-40.527,-34.79
0.13,0.682,-0.458,111.45,-37.476,-34.973
0.137,0.675,-0.451,113.586,-35.767,-34.485
0.145,0.68,-0.44,118.103,-36.987,-33.752
0.155,0.695,-0.419,121.765,-40.222,-33.386
0.168,0.714,-0.398,123.779,-43.884,-33.081
0.18,0.727,-0.371,125.488,-47.302,-32.654
0.198,0.738,-0.341,125.61,-50.476,-32.104
0.213,0.755,-0.319,123.291,-52.49,-31.25
0.227,0.762,-0.299,119.324,-54.626,-29.846
0.246,0.764,-0.282,114.38,-57.19,-26.978
0.256,0.77,-0.265,109.131,-59.326,-22.766
0.26,0.775,-0.253,105.164,-60.364,-18.677
0.262,0.769,-0.25,103.943,-60.181,-15.869
0.262,0.766,-0.238,105.164,-59.814,-14.343
0.26,0.761,-0.231,109.314,-60.486,-13.489
0.264,0.765,-0.22,115.112,-61.829,-13.367
0.266,0.776,-0.201,120.117,-63.843,-12.817
0.267,0.784,-0.177,124.023,-65.857,-11.841
0.274,0.793,-0.149,127.075,-68.115,-10.071
0.279,0.808,-0.123,129.15,-68.726,-8.972
0.291,0.813,-0.099,129.089,-66.223,-8.911
0.3,0.805,-0.064,127.869,-62.073,-8.423
0.303,0.803,-0.047,126.831,-58.411,-5.981
0.294,0.802,-0.039,126.831,-55.969,-2.136
0.274,0.792,-0.033,127.38,-55.054,1.709
0.264,0.782,-0.034,129.211,-55.054,4.761
0.253,0.766,-0.032,134.277,-56.213,6.287
0.25,0.763,-0.034,142.029,-57.19,6.47
0.232,0.739,-0.023,151.428,-59.326,7.019
0.216,0.718,-0.003,164.001,-63.599,8.911
0.202,0.713,0.048,176.514,-68.42,10.925
0.196,0.707,0.12,186.707,-72.083,12.695
0.189,0.713,0.198,193.42,-73.853,15.686
0.184,0.724,0.271,198.181,-72.937,18.188
0.186,0.73,0.329,200.806,-68.726,19.165
0.18,0.722,0.374,202.271,-61.035,20.02
0.182,0.707,0.391,204.956,-52.429,20.813
0.178,0.69,0.413,209.106,-44.617,20.325
0.168,0.679,0.438,213.257,-37.964,18.982
0.159,0.672,0.482,216.187,-33.081,16.479
0.146,0.662,0.536,217.224,-29.602,12.756
0.15,0.661,0.613,214.417,-26.55,8.24
0.155,0.668,0.68,207.886,-25.452,4.456
-0.331,-1.474,-1.339,-667.297,242.92,8.606
-0.41,-1.469,-1.578,-616.882,250.671,0.793
-0.413,-1.37,-1.783,-532.532,234.558,-5.859
-0.385,-1.155,-1.916,-449.28,204.529,-3.845
-0.386,-1.011,-1.976,-384.338,174.744,10.803
-0.381,-1.003,-1.919,-336.792,141.052,37.292
-0.405,-1.013,-1.824,-305.42,103.088,67.383
-0.457,-0.982,-1.824,-283.997,68.176,94.971
-0.474,-0.94,-1.841,-268.372,39.124,112
-0.509,-0.984,-1.833,-253.113,11.108,116.943
-0.496,-1.069,-1.864,-241.638,-7.385,112.183
-0.508,-1.193,-1.882,-231.75,-17.883,96.741
-0.51,-1.169,-1.98,-223.206,-19.653,70.496
-0.457,-1.14,-2.116,-203.613,-4.456,48.828
-0.432,-1.102,-2.181,-172.485,8.24,35.034
-0.416,-1.076,-2.15,-128.174,11.658,23.804
-0.369,-1.04,-2.045,-81.787,8.423,15.991
-0.286,-0.981,-1.909,-40.161,-3.906,17.822
-0.233,-0.895,-1.78,-5.615,-28.625,27.222
-0.209,-0.816,-1.656,14.038,-56.458,38.452
-0.188,-0.733,-1.573,19.287,-75.378,46.753
-0.17,-0.689,-1.512,21.423,-82.031,46.814
-0.156,-0.681,-1.446,24.841,-78.43,38.391
-0.123,-0.667,-1.379,33.997,-66.589,25.757
-0.083,-0.635,-1.306,51.086,-52.612,11.475
-0.022,-0.518,-1.24,71.838,-40.222,0.671
0.068,-0.287,-1.204,96.13,-33.63,-2.991
0.083,-0.189,-1.145,122.314,-37.537,-0.61
0.02,-0.216,-0.999,130.615,-42.969,8.545
-0.003,-0.278,-0.865,123.047,-40.1,16.541
-0.04,-0.316,-0.8,114.746,-28.076,12.878
-0.063,-0.309,-0.805,105.957,-10.132,1.953
-0.065,-0.28,-0.856,94.971,8.85,-11.292
-0.064,-0.257,-0.934,83.557,26.672,-25.513
-0.052,-0.235,-1.016,74.524,38.879,-37.048
-0.043,-0.234,-1.092,70.984,43.335,-44.312
-0.053,-0.271,-1.13,72.449,41.443,-47.546
-0.065,-0.311,-1.148,77.82,35.828,-47.058
-0.069,-0.309,-1.167,88.135,28.32,-44.678
-0.077,-0.274,-1.184,102.722,18.799,-41.87
-0.095,-0.242,-1.177,114.99,8.606,-38.391
-0.11,-0.213,-1.157,121.338,0.793,-34.485
-0.125,-0.192,-1.138,124.634,-3.357,-32.593
-0.144,-0.187,-1.115,125.854,-5.066,-32.532
-0.147,-0.177,-1.094,125.366,-4.395,-33.508
-0.145,-0.162,-1.085,124.146,-2.808,-35.034
-0.147,-0.141,-1.078,123.23,-2.197,-36.255
-0.139,-0.114,-1.074,122.925,-2.38,-36.621
-0.135,-0.09,-1.063,123.779,-4.15,-37.537
-0.127,-0.064,-1.057,125.061,-7.324,-38.025
-0.119,-0.034,-1.057,127.686,-11.841,-37.659
-0.114,-0.015,-1.054,130.432,-17.029,-36.682
-0.106,0.011,-1.045,134.644,-21.301,-36.743
-0.095,0.041,-1.031,139.832,-24.902,-38.635
-0.086,0.066,-1.003,144.592,-27.344,-40.405
-0.075,0.086,-0.968,147.583,-28.687,-41.443
-0.064,0.111,-0.934,149.414,-29.053,-42.542
-0.052,0.135,-0.907,150.269,-28.748,-43.762
-0.041,0.17,-0.889,149.353,-28.015,-44.312
-0.025,0.207,-0.877,147.827,-27.466,-44.128
-0.008,0.234,-0.859,145.874,-27.954,-43.762
0.004,0.25,-0.836,143.433,-29.48,-42.908
0.016,0.268,-0.817,140.991,-31.25,-41.931
0.033,0.289,-0.803,139.465,-32.898,-41.077
0.039,0.306,-0.785,138.306,-34.607,-39.734
0.049,0.323,-0.773,138.123,-35.217,-37.72
0.071,0.356,-0.774,140.198,-35.645,-36.194
0.081,0.382,-0.759,142.639,-38.33,-35.278
0.086,0.403,-0.741,144.287,-40.833,-33.875
0.096,0.42,-0.724,145.02,-41.87,-32.776
0.105,0.434,-0.699,144.47,-41.992,-32.166
0.111,0.459,-0.679,142.456,-40.466,-31.799
0.119,0.484,-0.669,140.198,-37.17,-31.555
0.126,0.509,-0.659,138.123,-33.447,-30.762
0.135,0.527,-0.645,136.597,-31.677,-29.541
0.135,0.543,-0.628,135.071,-32.715,-27.039
0.136,0.566,-0.608,133.118,-34.119,-24.048
0.14,0.579,-0.583,131.592,-35.156,-22.827
0.137,0.594,-0.561,130.066,-34.729,-22.4
0.146,0.621,-0.546,128.296,-32.837,-22.766
0.155,0.649,-0.536,126.465,-30.457,-24.536
0.162,0.666,-0.52,124.451,-29.724,-25.635
0.161,0.675,-0.497,122.009,-30.029,-25.146
0.159,0.676,-0.473,119.873,-30.09,-24.658
0.168,0.685,-0.461,118.042,-29.724,-24.353
0.182,0.697,-0.451,116.699,-29.053,-24.048
0.183,0.712,-0.434,114.197,-29.053,-25.452
0.194,0.726,-0.426,112.183,-28.809,-26.184
0.21,0.736,-0.419,110.229,-29.175,-25.208
0.208,0.739,-0.4,108.887,-32.227,-25.269
0.21,0.74,-0.39,108.398,-34.058,-24.353
0.227,0.741,-0.381,107.971,-34.729,-23.01
0.231,0.747,-0.37,108.398,-35.95,-22.583
0.241,0.755,-0.361,109.314,-36.377,-22.888
0.257,0.763,-0.357,110.291,-35.095,-23.499
0.257,0.766,-0.352,112.61,-33.997,-25.024
0.261,0.771,-0.341,115.845,-33.203,-26.55
0.266,0.771,-0.329,118.958,-31.738,-27.161
0.273,0.773,-0.316,121.399,-31.494,-26.367
0.279,0.775,-0.291,123.169,-32.227,-25.94
0.284,0.779,-0.272,123.535,-32.959,-25.818
0.295,0.789,-0.259,122.559,-33.875,-25.33
0.301,0.796,-0.243,121.094,-36.377,-24.414
0.306,0.793,-0.222,119.873,-40.588,-22.583
0.309,0.786,-0.212,119.08,-45.532,-20.142
0.312,0.795,-0.208,118.164,-49.561,-17.883
0.316,0.793,-0.202,118.042,-52.612,-17.029
0.319,0.781,-0.179,118.103,-54.932,-16.785
0.318,0.777,-0.164,119.69,-57.129,-16.113
0.316,0.776,-0.155,122.803,-59.753,-15.808
0.315,0.771,-0.139,126.099,-62.744,-15.198
0.322,0.762,-0.109,129.517,-66.956,-13.977
0.325,0.765,-0.087,132.446,-70.313,-13.123
0.329,0.756,-0.064,135.681,-72.205,-13.55
0.339,0.729,-0.022,138.794,-73.853,-13.672
0.362,0.718,0.024,142.822,-76.294,-11.353
0.373,0.727,0.067,147.095,-79.407,-7.629
0.372,0.727,0.104,150.452,-80.322,-3.54
0.389,0.724,0.154,151.245,-78.064,0.549
0.07,-0.802,-1.669,-343.567,137.695,31.982
0.015,-0.77,-1.675,-324.158,139.893,51.941
-0.093,-0.764,-1.702,-305.603,130.981,68.848
-0.15,-0.739,-1.734,-285.522,107.422,80.2
-0.17,-0.674,-1.72,-263.672,77.576,83.008
-0.153,-0.596,-1.665,-242.554,48.828,76.599
-0.147,-0.548,-1.594,-223.816,27.283,65.979
-0.063,-0.523,-1.604,-211.304,23.926,60.547
-0.041,-0.609,-1.583,-209.229,49.438,67.871
-0.067,-0.648,-1.578,-204.956,61.584,47.913
-0.153,-0.527,-1.801,-194.824,77.087,25.818
-0.085,-0.529,-1.93,-189.209,96.191,29.846
-0.101,-0.592,-1.901,-172.18,90.942,33.936
-0.081,-0.577,-1.922,-145.508,75.928,36.377
-0.478,-0.597,-2.451,-120.605,54.688,46.082
0.409,-0.693,-3.207,-106.262,130.92,38.879
-0.153,-0.87,-2.666,-44.556,227.844,9.094
-0.302,-0.846,-3.102,19.958,166.199,10.071
-0.558,-0.198,-3.702,-37.964,154.419,35.522
-0.609,-0.273,-3.138,-34.668,104.065,51.392
-0.768,-0.507,-2.316,32.898,0,50.659
-0.518,-0.442,-1.752,104.858,-98.999,26.794
-0.423,-0.264,-1.349,137.512,-168.152,8.484
-0.407,-0.096,-1.031,126.77,-205.139,11.658
-0.29,-0.006,-0.855,107.361,-191.284,15.015
-0.182,0.025,-0.74,94.849,-145.996,3.052
-0.138,0.005,-0.729,85.51,-89.844,-15.747
-0.104,-0.034,-0.808,72.815,-31.128,-25.635
-0.082,-0.074,-0.911,56.519,18.005,-28.381
-0.064,-0.102,-1.017,48.218,49.133,-32.41
-0.037,-0.108,-1.112,49.866,58.35,-36.987
-0.015,-0.095,-1.177,58.228,47.18,-36.072
-0.007,-0.1,-1.204,69.275,23.132,-27.588
-0.04,-0.089,-1.185,79.468,-7.874,-18.372
-0.053,-0.041,-1.165,87.219,-30.457,-9.521
-0.061,-0.004,-1.131,91.248,-40.405,-5.31
-0.067,0.016,-1.097,93.75,-38.635,-7.141
-0.06,0.041,-1.082,95.459,-29.785,-10.925
-0.056,0.049,-1.087,96.252,-19.043,-13.489
-0.059,0.046,-1.106,93.994,-8.484,-14.893
-0.061,0.038,-1.146,90.271,1.404,-15.808
-0.067,0.038,-1.188,89.355,9.888,-17.09
-0.07,0.045,-1.221,92.041,15.076,-18.677
-0.069,0.049,-1.236,98.389,15.991,-20.203
-0.078,0.055,-1.234,106.628,11.658,-20.996
-0.088,0.07,-1.211,114.807,3.357,-20.752
-0.097,0.086,-1.183,120.911,-5.432,-20.203
-0.1,0.105,-1.155,124.512,-12.39,-20.325
-0.098,0.127,-1.131,126.587,-15.93,-22.095
-0.094,0.143,-1.105,128.662,-16.907,-24.414
-0.091,0.154,-1.082,129.7,-16.663,-26.917
-0.09,0.161,-1.064,129.333,-15.015,-28.687
-0.093,0.163,-1.051,129.15,-13.062,-29.114
-0.098,0.172,-1.036,130.005,-11.719,-29.663
-0.102,0.186,-1.021,131.897,-11.902,-30.029
-0.105,0.195,-1.003,134.888,-13.367,-30.457
-0.11,0.208,-0.984,138.977,-16.602,-31.494
-0.103,0.236,-0.965,143.25,-19.897,-33.142
-0.096,0.259,-0.945,147.4,-22.522,-35.583
-0.087,0.275,-0.915,150.696,-24.353,-38.147
-0.089,0.259,-0.888,153.259,-25.513,-40.039
-0.077,0.278,-0.81,153.015,-26.184,-41.077
-0.035,0.333,-0.822,156.006,-27.405,-42.48
-0.035,0.386,-0.786,159.912,-29.785,-45.715
-0.021,0.385,-0.747,158.569,-29.968,-45.532
0,0.409,-0.703,157.104,-29.236,-44.861
0.018,0.442,-0.691,159.485,-29.236,-45.776
0.022,0.438,-0.653,160.095,-28.931,-46.143
0.04,0.425,-0.603,157.532,-28.87,-44.617
0.054,0.445,-0.574,157.288,-30.212,-42.969
0.067,0.473,-0.551,158.752,-32.654,-41.87
0.082,0.511,-0.528,159.302,-33.325,-41.016
0.098,0.538,-0.508,159.607,-32.41,-40.833
0.106,0.54,-0.476,160.583,-31.921,-41.26
0.121,0.546,-0.438,161.011,-31.799,-40.588
0.134,0.558,-0.411,161.682,-31.311,-39.246
0.135,0.571,-0.382,162.781,-31.067,-38.147
0.145,0.588,-0.34,163.635,-30.212,-37.476
0.158,0.605,-0.301,164.246,-28.809,-37.415
0.173,0.636,-0.266,163.879,-27.893,-37.415
0.178,0.664,-0.234,160.645,-27.1,-36.316
0.181,0.677,-0.204,155.945,-27.161,-34.241
0.185,0.68,-0.168,151.733,-28.198,-31.494
0.197,0.682,-0.132,147.644,-29.602,-30.579
0.2,0.69,-0.112,144.775,-29.968,-30.457
0.218,0.703,-0.094,142.517,-27.527,-28.992
0.218,0.703,-0.07,141.846,-25.574,-29.846
0.231,0.712,-0.045,142.944,-23.621,-31.128
0.252,0.73,-0.021,143.799,-20.691,-32.166
0.259,0.729,0.005,144.897,-18.738,-32.837
0.273,0.729,0.041,146.118,-18.127,-32.288
0.285,0.742,0.067,146.484,-17.944,-31.494
0.298,0.751,0.097,144.897,-18.005,-31.25
0.311,0.752,0.133,141.296,-19.653,-30.151
0.317,0.757,0.164,136.902,-21.973,-28.625
0.321,0.77,0.188,132.568,-25.146,-27.283
0.328,0.771,0.204,127.686,-27.649,-26.611
0.34,0.779,0.207,122.742,-28.381,-26.733
